# {"t_start": 1601112995.4560826, "env_id": "goalnavigation-v0"} 
r,l,t
-10,10,0.045914
-10,10,0.071846
-10,10,0.097781
-10,10,0.123736
-10,10,0.150636
-10,10,0.176565
-10,10,0.202498
-10,10,0.522144
-10,10,0.549099
-10,10,0.576976
-10,10,0.657796
-10,10,0.683729
-10,10,0.710659
-10,10,0.736548
-10,10,0.833296
-10,10,0.859268
-10,10,0.885186
-10,10,0.912131
-10,10,0.939009
-10,10,1.007862
-10,10,1.033793
-10,10,1.06172
-10,10,1.08761
-10,10,1.11359
-10,10,1.139472
-10,10,1.165441
-10,10,1.259207
-10,10,1.314043
-10,10,1.340973
-10,10,1.366902
-10,10,1.392833
-10,10,1.418763
-10,10,1.445692
-10,10,1.472581
-10,10,1.49855
-10,10,1.525471
-10,10,1.618228
-10,10,1.643172
-10,10,1.669093
-10,10,1.695024
-10,10,1.720955
-10,10,1.747897
-10,10,1.773811
-10,10,1.799749
-10,10,1.903472
-10,10,1.928401
-10,10,1.956323
-10,10,1.981259
-9,10,2.009185
-7,8,2.031132
-10,10,2.057059
-10,10,2.082014
-10,10,2.108923
-6,7,2.128864
-7,8,2.239531
-10,10,2.271446
-10,10,2.305358
-10,10,2.336271
-10,10,2.424085
-8,9,2.44701
-10,10,2.47395
-10,10,2.499877
-10,10,2.526803
-10,10,2.551733
-10,10,2.631391
-10,10,2.658319
-10,10,2.683253
-10,10,2.709183
-10,10,2.734116
-10,10,2.825874
-10,10,2.853796
-10,10,2.881722
-10,10,2.950538
-10,10,3.007386
-10,10,3.033316
-10,10,3.060244
-10,10,3.086175
-10,10,3.111108
-10,10,3.138036
-10,10,3.163967
-10,10,3.193888
-10,10,3.309615
-10,10,3.33751
-10,10,3.367425
-10,10,3.397345
-10,10,3.426273
-10,10,3.453236
-10,10,3.479124
-10,10,3.505055
-10,10,3.60778
-10,10,3.675614
-10,10,3.701529
-10,10,3.72746
-10,10,3.753391
-10,10,3.780318
-10,10,3.80625
-10,10,3.916954
-10,10,3.943881
-10,10,3.969812
