# {"t_start": 1599164722.124452, "env_id": "gaussexplore-v0"} 
r,l,t
2.24182,20,1.034147
1.875943,20,1.633812
1.780944,20,2.162491
1.24965,20,2.734303
3.216492,20,3.338545
4.67595,20,3.943596
2.114267,20,4.529294
2.352965,20,5.137937
2.334769,20,5.720272
0.433694,20,6.261545
0.670294,20,6.833261
0.010274,20,7.4421
0.707178,20,8.062794
2.762454,20,8.610062
0.478016,20,9.195878
5.192855,20,9.743293
2.470248,20,10.267663
3.130312,20,10.840086
2.539703,20,11.439318
1.557205,20,12.047271
1.247138,20,12.60891
0.859022,20,13.187737
0.728936,20,13.72152
3.202004,20,14.356869
1.860092,20,14.912571
6.334592,20,15.459
2.942727,20,16.031371
2.370004,20,16.622992
2.306933,20,17.256109
1.4416,20,17.848665
1.41978,20,18.415181
1.228074,20,18.994255
2.553361,20,19.595601
2.246367,20,20.226115
1.060079,20,20.825756
0.215938,20,21.410173
2.38362,20,22.000776
1.372303,20,22.516484
3.037331,20,23.033408
2.124186,20,23.536842
3.491936,20,24.086702
1.616672,20,24.707002
3.215482,20,25.268053
4.991919,20,25.850497
1.19444,20,26.498049
2.488774,20,26.999827
2.572854,20,27.610523
1.566337,20,28.222542
3.385936,20,28.842635
2.041794,20,29.379922
1.180553,20,29.980883
1.605979,20,30.565474
3.958134,20,31.077348
2.028406,20,31.7313
0.361961,20,32.319543
2.783606,20,32.861907
1.020665,20,33.384096
2.118402,20,33.886761
2.502874,20,34.507374
0.254644,20,35.086673
2.700672,20,35.720322
1.754093,20,36.284116
8.640026,20,36.862148
1.149407,20,37.497535
1.850482,20,38.048721
2.122597,20,38.738867
2.792835,20,39.411273
0.398356,20,39.974216
2.51939,20,40.569769
1.237014,20,40.996384
1.549878,20,41.463954
2.345954,20,42.020732
1.939646,20,42.624619
1.56582,20,43.226826
3.407308,20,43.65896
1.141283,20,44.091879
2.977038,20,44.611125
0.681681,20,45.240503
1.073367,20,45.771133
0.278838,20,46.305905
2.133093,20,46.922079
1.065088,20,47.535253
1.36948,20,48.043662
0.966932,20,48.583834
1.274668,20,49.216636
0.147441,20,49.804284
1.281026,20,50.349575
3.846553,20,50.951086
0.475749,20,51.473568
1.702047,20,52.062708
