# {"t_start": 1599164722.0865533, "env_id": "gaussexplore-v0"} 
r,l,t
2.2701,20,1.069053
3.04529,20,1.669718
1.963577,20,2.198395
5.883993,20,2.767141
0.712134,20,3.373451
0.225044,20,3.980695
1.455659,20,4.565158
1.212946,20,5.172823
1.933518,20,5.757174
1.338312,20,6.298485
3.484708,20,6.869165
0.253711,20,7.477006
0.727851,20,8.098698
0.517416,20,8.645967
3.080356,20,9.231781
1.92036,20,9.779192
1.332154,20,10.302565
0.29195,20,10.873348
0.838482,20,11.475224
0.613021,20,12.080181
2.69468,20,12.645841
5.522772,20,13.223642
0.574072,20,13.753546
0.664156,20,14.391749
0.88986,20,14.94852
0.25998,20,15.495004
1.499972,20,16.06724
5.968064,20,16.658879
3.488182,20,17.291883
2.638095,20,17.885562
1.122883,20,18.451085
1.136566,20,19.028163
0.831867,20,19.63146
2.940726,20,20.262019
6.402812,20,20.861661
5.885806,20,21.443084
2.868281,20,22.036681
1.831466,20,22.551358
1.613563,20,23.069311
3.935265,20,23.572746
1.327068,20,24.122606
0.530569,20,24.742821
0.728823,20,25.304954
1.30744,20,25.885404
2.249663,20,26.533956
1.786823,20,27.035734
2.571436,20,27.646404
1.042789,20,28.258446
1.51255,20,28.87854
1.042645,20,29.415756
1.116969,20,30.01579
1.278491,20,30.601378
2.072326,20,31.113219
6.085293,20,31.76418
0.541322,20,32.355448
1.118255,20,32.897769
0.927795,20,33.42
1.298018,20,33.922666
3.765006,20,34.543278
2.235952,20,35.122571
4.221264,20,35.757219
3.221705,20,36.320075
0.281006,20,36.898051
1.681622,20,37.533441
1.614879,20,38.08382
0.636834,20,38.772485
2.266123,20,39.443624
2.908752,20,40.01012
0.440386,20,40.605622
0.269385,20,41.032275
7.233916,20,41.498868
0.876172,20,42.057686
1.231459,20,42.659529
0.520625,20,43.263188
0.028971,20,43.69385
7.287106,20,44.126774
7.782133,20,44.646027
0.334391,20,45.27541
1.513287,20,45.80604
1.769869,20,46.340794
1.303031,20,46.956986
1.833485,20,47.571157
2.640123,20,48.078569
5.819567,20,48.619394
2.289462,20,49.252542
3.681352,20,49.840187
0.176685,20,50.386678
3.061808,20,50.986989
1.270255,20,51.509144
2.104343,20,52.098612
0.970503,20,52.670417
5.890717,20,53.278225
2.292644,20,53.894364
0.966304,20,54.402703
0.666829,20,55.028697
0.428897,20,55.550005
2.798111,20,56.106206
0.282492,20,56.668275
4.257713,20,57.257473
0.562487,20,57.877189
2.680905,20,58.492435
1.199972,20,59.029945
2.686849,20,59.333137
2.669372,20,59.840074
0.25249,20,60.462138
0.576463,20,61.032938
2.045699,20,61.568502
11.098072,20,62.130259
2.105687,20,62.710009
0.261029,20,63.344192
1.263338,20,63.940404
5.489505,20,64.607954
7.851127,20,65.215338
7.503309,20,65.833026
1.713451,20,66.443225
1.623437,20,67.006937
0.798094,20,67.576039
3.061956,20,68.150992
7.407511,20,68.750411
1.50261,20,69.314781
2.566397,20,69.946552
0.769374,20,70.57297
1.363818,20,71.213535
3.029714,20,71.829257
2.473363,20,72.476585
3.968014,20,73.112156
1.182737,20,73.674245
2.247003,20,74.305632
0.65664,20,74.880254
0.207155,20,75.459107
1.920858,20,76.029827
0.476176,20,76.58469
9.234962,20,77.119096
1.984514,20,77.636911
0.024172,20,78.265282
1.235881,20,78.822394
3.630023,20,79.409944
1.108812,20,79.992445
2.569034,20,80.631964
1.141061,20,81.227367
1.987295,20,81.789583
0.74401,20,82.355936
3.296528,20,82.951706
1.989698,20,83.559469
3.565896,20,84.119597
2.605781,20,84.71471
2.112132,20,85.342297
1.359365,20,85.902003
1.253195,20,86.509037
0.970849,20,87.125275
2.070282,20,87.723243
1.001939,20,88.28154
0.715809,20,88.889308
2.629364,20,89.462266
7.868144,20,90.094684
1.205652,20,90.651638
1.586283,20,91.268269
0.645116,20,91.750247
1.744995,20,92.25952
1.199311,20,92.78994
2.34287,20,93.414418
0.491073,20,93.964436
2.40731,20,94.542953
1.007219,20,95.105431
1.772087,20,95.717635
1.441996,20,96.336684
0.855293,20,96.961217
1.396313,20,97.535772
5.14396,20,98.090328
2.541684,20,98.693989
3.65534,20,99.284799
1.792828,20,99.840359
2.262198,20,100.405293
3.423591,20,100.915876
0.328476,20,101.504458
8.81759,20,102.094072
1.583434,20,102.693539
1.018263,20,103.283912
2.121377,20,103.820198
5.962556,20,104.421099
2.828745,20,104.97814
1.243322,20,105.535173
1.804872,20,106.142552
4.138862,20,106.763503
0.963892,20,107.389297
2.585238,20,107.974799
0.182333,20,108.658998
2.81757,20,109.236502
2.274273,20,109.804757
2.191661,20,110.370739
0.703694,20,110.960229
2.093845,20,111.47702
4.247626,20,112.045922
2.128403,20,112.674026
0.528931,20,113.25254
2.20648,20,113.795238
0.336355,20,114.425232
2.589319,20,114.977961
1.724808,20,115.533783
0.817776,20,116.099308
3.630736,20,116.733187
0.166541,20,117.283189
2.708983,20,117.716598
0.989052,20,118.033451
1.161056,20,118.625746
0.434557,20,119.250219
2.946579,20,119.826865
3.588922,20,120.449496
1.825573,20,120.994452
3.064297,20,121.523083
2.114761,20,122.122609
3.452211,20,122.75775
4.737102,20,123.347866
1.388639,20,123.944664
4.412492,20,124.559493
1.440219,20,125.164154
6.99283,20,125.734064
0.094141,20,126.291892
1.89329,20,126.87955
3.443477,20,127.483073
1.172676,20,128.051892
4.885405,20,128.65773
1.125151,20,129.274231
9.204653,20,129.862259
0.901721,20,130.446492
0.795109,20,130.998127
0.396067,20,131.582018
1.986334,20,132.149518
2.08683,20,132.740309
0.505261,20,133.265481
0.774203,20,133.867281
2.042957,20,134.48201
0.17425,20,135.052623
2.617862,20,135.668965
1.121513,20,136.207225
1.286262,20,136.77213
1.280609,20,137.35357
2.481785,20,137.972669
