# {"t_start": 1599164722.1434014, "env_id": "gaussexplore-v0"} 
r,l,t
1.477129,20,1.018192
3.137913,20,1.615859
1.459495,20,2.144539
3.448054,20,2.717348
0.906326,20,3.320657
1.218713,20,3.925628
1.094867,20,4.511303
2.050615,20,5.121921
2.766469,20,5.702527
4.637243,20,6.243861
2.292075,20,6.815309
1.068979,20,7.423151
0.530171,20,8.045357
0.10387,20,8.59211
2.019061,20,9.177925
1.113745,20,9.725341
2.359657,20,10.249791
5.341571,20,10.824179
0.272641,20,11.421366
3.307489,20,12.029809
2.162658,20,12.591957
2.280029,20,13.169786
1.315107,20,13.704567
0.80571,20,14.338891
1.254136,20,14.89462
3.646437,20,15.441049
2.550213,20,16.013426
1.053057,20,16.605044
0.352074,20,17.23716
1.834028,20,17.830714
1.306435,20,18.397228
1.22169,20,18.9773
3.30279,20,19.577655
1.664821,20,20.208207
0.680479,20,20.808065
2.303394,20,21.393217
2.796684,20,21.982825
4.471582,20,22.497534
1.448079,20,23.015455
0.289191,20,23.51889
1.011826,20,24.069748
1.124201,20,24.688984
0.196525,20,25.249644
5.736241,20,25.833546
1.915367,20,26.480097
1.995147,20,26.981874
1.398444,20,27.592594
2.279144,20,28.204597
1.324493,20,28.824685
3.193054,20,29.360972
1.060457,20,29.962929
1.111092,20,30.547522
2.442732,20,31.058399
5.955759,20,31.714346
0.914397,20,32.301591
3.702398,20,32.843913
1.883547,20,33.366144
5.58359,20,33.86881
3.428754,20,34.489843
0.49204,20,35.068765
2.738716,20,35.702372
3.577008,20,36.266164
2.096916,20,36.844195
0.557416,20,37.479632
3.57706,20,38.030769
0.917846,20,38.720923
0.810794,20,39.394853
1.020919,20,39.955831
0.453766,20,40.552794
1.43389,20,40.97839
0.639593,20,41.446003
3.144814,20,42.002849
1.468088,20,42.608367
2.543919,20,43.209871
5.399704,20,43.643048
2.819861,20,44.073915
2.146049,20,44.593169
2.435188,20,45.222551
1.236126,20,45.753206
3.544378,20,46.288924
3.1257,20,46.904128
4.045381,20,47.517301
0.76406,20,48.025763
1.651401,20,48.567134
1.679304,20,49.198684
2.558136,20,49.786333
0.634498,20,50.331623
0.459364,20,50.933134
1.918466,20,51.455151
0.814416,20,52.044756
0.533525,20,52.616566
1.425896,20,53.227735
3.756606,20,53.839001
1.846705,20,54.348851
1.368658,20,54.973844
1.335298,20,55.497301
0.233728,20,56.055154
0.752821,20,56.614419
1.698538,20,57.206606
2.420865,20,57.822936
2.039118,20,58.440572
3.206475,20,58.976124
1.35814,20,59.27928
0.603652,20,59.78914
1.241233,20,60.407326
2.53105,20,60.979081
0.860939,20,61.515415
0.042775,20,62.078398
3.890109,20,62.65613
3.576025,20,63.290335
0.249987,20,63.888546
1.255523,20,64.557296
1.071844,20,65.163136
1.497173,20,65.777562
0.838092,20,66.389371
2.27158,20,66.95416
0.561566,20,67.52096
0.161082,20,68.097137
1.827079,20,68.696555
3.256709,20,69.264919
1.010857,20,69.892743
1.878254,20,70.521435
0.340873,20,71.160677
1.718256,20,71.77939
0.899625,20,72.426048
2.631217,20,73.062552
6.019419,20,73.619904
1.293879,20,74.252691
1.150244,20,74.826554
1.899041,20,75.405251
1.709741,20,75.974972
0.755058,20,76.530833
2.442797,20,77.065269
1.789565,20,77.582057
2.47487,20,78.210434
0.426924,20,78.769575
1.471572,20,79.356088
2.85102,20,79.942601
2.802119,20,80.581127
1.226786,20,81.173511
1.577054,20,81.735728
1.945156,20,82.307068
1.952788,20,82.902309
1.701657,20,83.507607
1.010279,20,84.065744
0.744686,20,84.660855
1.596188,20,85.288487
1.491896,20,85.849144
1.162363,20,86.455486
2.232983,20,87.071475
1.13997,20,87.66933
3.376625,20,88.226657
4.06035,20,88.835452
1.591847,20,89.40841
1.629764,20,90.040828
0.991122,20,90.597787
3.013565,20,91.213416
1.19133,20,91.696424
1.23656,20,92.207735
2.416127,20,92.735086
7.401681,20,93.360563
0.426323,20,93.914569
0.809128,20,94.493087
4.412031,20,95.051886
2.190227,20,95.668476
1.095666,20,96.286818
2.499665,20,96.912448
6.823369,20,97.481911
1.182765,20,98.035474
6.288313,20,98.645067
1.821049,20,99.23194
1.628244,20,99.786504
1.158933,20,100.35147
1.774933,20,100.861021
1.875657,20,101.454596
2.116841,20,102.040217
1.327028,20,102.644669
3.666304,20,103.230056
3.850408,20,103.766341
0.89373,20,104.368296
2.765291,20,104.922357
2.194488,20,105.481315
1.557686,20,106.093683
2.353436,20,106.714633
2.957549,20,107.33644
1.141885,20,107.920902
1.352751,20,108.608216
0.828695,20,109.182646
2.074912,20,109.749905
1.397526,20,110.316929
2.919915,20,110.906374
10.796183,20,111.423163
1.416771,20,111.995059
2.521741,20,112.620403
0.042018,20,113.198684
1.494871,20,113.74138
5.098596,20,114.375366
0.799304,20,114.925674
0.329806,20,115.479926
1.788228,20,116.047619
1.756457,20,116.680328
3.247123,20,117.232326
4.231374,20,117.662742
2.42972,20,117.978597
1.098483,20,118.571889
3.640799,20,119.200373
1.829306,20,119.773044
1.429807,20,120.396065
1.385542,20,120.943592
2.024409,20,121.470266
2.39838,20,122.067755
1.738054,20,122.703418
6.382692,20,123.293014
0.951516,20,123.890812
2.912808,20,124.509605
1.763875,20,125.110299
1.74554,20,125.681262
1.006759,20,126.238037
6.29919,20,126.828712
0.547246,20,127.431247
1.305821,20,127.999987
2.88976,20,128.608896
0.845784,20,129.224324
0.12264,20,129.807435
1.287036,20,130.393633
0.199871,20,130.947689
0.811878,20,131.52816
0.176507,20,132.095561
0.229027,20,132.690462
1.070199,20,133.214723
1.781004,20,133.814585
1.726476,20,134.427706
1.342306,20,134.998769
0.579486,20,135.617104
0.534327,20,136.154367
2.290547,20,136.721837
2.205854,20,137.303703
2.757082,20,137.918817
1.162931,20,138.503844
1.367263,20,139.066462
0.61235,20,139.683274
2.575207,20,140.231947
0.303625,20,140.816365
6.841547,20,141.459561
