# {"t_start": 1599164722.096527, "env_id": "gaussexplore-v0"} 
r,l,t
0.658124,20,1.060214
0.809915,20,1.660741
0.110582,20,2.188421
1.256622,20,2.758235
2.156562,20,3.364475
0.047247,20,3.970721
2.981825,20,4.556182
0.159885,20,5.163788
3.565353,20,5.748197
3.46545,20,6.288511
0.565815,20,6.859192
6.761243,20,7.468031
0.585074,20,8.088724
3.640598,20,8.635993
1.605578,20,9.221807
1.497549,20,9.770219
1.458269,20,10.293594
0.946037,20,10.863894
4.458917,20,11.466245
0.61208,20,12.071208
2.144773,20,12.635868
6.458538,20,13.213668
0.460867,20,13.745457
1.983477,20,14.382774
0.774701,20,14.939498
1.050001,20,15.485927
2.582284,20,16.058261
3.157109,20,16.649903
0.676154,20,17.281909
5.777559,20,17.875638
1.260772,20,18.442108
1.308773,20,19.019187
2.230422,20,19.622484
2.010998,20,20.253043
0.54061,20,20.852684
1.317188,20,21.434106
1.462015,20,22.027704
2.955041,20,22.541384
2.74123,20,23.059337
2.308883,20,23.563769
3.061411,20,24.11363
1.667554,20,24.732848
0.051446,20,25.294981
2.303254,20,25.876501
2.427956,20,26.52502
1.825317,20,27.027752
1.636837,20,27.63643
2.154417,20,28.248472
2.057988,20,28.869564
1.542054,20,29.405782
1.269792,20,30.006814
1.79965,20,30.591404
3.33215,20,31.103245
3.400533,20,31.755204
2.23051,20,32.345474
2.547677,20,32.888794
2.978999,20,33.410026
1.083359,20,33.912693
2.148548,20,34.533304
6.855362,20,35.113598
1.086538,20,35.747245
1.4526,20,36.310101
0.372635,20,36.888077
1.580314,20,37.524464
1.837862,20,38.074652
1.659411,20,38.763518
1.183441,20,39.435243
1.994187,20,40.001144
1.557755,20,40.596673
1.715165,20,41.023268
7.064218,20,41.489885
0.291819,20,42.048657
1.001265,20,42.650553
1.17166,20,43.253754
2.705227,20,43.684874
2.09036,20,44.117878
2.061562,20,44.637294
8.788522,20,45.266603
1.933784,20,45.796067
1.482389,20,46.33082
8.022855,20,46.94801
1.569001,20,47.56218
4.038077,20,48.069593
2.414427,20,48.609421
2.271797,20,49.243564
0.956944,20,49.831211
3.048625,20,50.376704
2.933892,20,50.978013
2.340622,20,51.500167
1.592254,20,52.088639
0.622723,20,52.660443
0.642228,20,53.269248
2.078413,20,53.884803
1.775089,20,54.393725
0.005909,20,55.018723
1.433414,20,55.540031
1.451205,20,56.097231
2.490504,20,56.6593
1.205144,20,57.248496
0.776986,20,57.867215
1.837726,20,58.482461
6.979087,20,59.020997
1.996989,20,59.323164
1.910264,20,59.831024
0.974549,20,60.453161
1.628589,20,61.022964
1.350148,20,61.559263
2.688954,20,62.122342
2.222642,20,62.700035
3.020309,20,63.334218
3.42064,20,63.931428
1.357905,20,64.599011
0.547498,20,65.206024
3.907902,20,65.823373
1.289283,20,66.434248
1.621562,20,66.997961
0.079109,20,67.566066
0.123896,20,68.142015
0.59967,20,68.741435
3.428854,20,69.305812
1.512385,20,69.936578
6.057457,20,70.564314
1.065627,20,71.204558
0.495047,20,71.82028
1.475505,20,72.467608
6.378564,20,73.10318
4.631508,20,73.664271
0.96286,20,74.295658
0.726775,20,74.871276
2.740171,20,75.449133
2.020813,20,76.020849
2.446094,20,76.574716
0.468881,20,77.109122
0.193801,20,77.626937
1.546953,20,78.255309
1.586694,20,78.813417
1.522188,20,79.400967
1.382722,20,79.983468
0.713388,20,80.622988
2.693313,20,81.217393
1.136348,20,81.77961
1.930306,20,82.347957
0.501586,20,82.942667
1.128929,20,83.550493
2.203777,20,84.110624
1.253178,20,84.704736
1.277964,20,85.332323
1.153907,20,85.893026
1.116133,20,86.500061
2.873833,20,87.116301
6.433773,20,87.71327
0.987244,20,88.271566
5.510281,20,88.879334
2.973043,20,89.453289
4.641869,20,90.085707
1.146173,20,90.641664
2.999467,20,91.258441
3.257063,20,91.740274
1.56376,20,92.250576
3.518518,20,92.78011
0.899787,20,93.404444
2.409057,20,93.955459
2.60361,20,94.533976
1.130045,20,95.095458
4.540954,20,95.708659
2.510609,20,96.327708
3.373538,20,96.953172
3.100378,20,97.525799
2.172135,20,98.080354
1.377777,20,98.686022
1.800552,20,99.275822
2.859622,20,99.830385
1.919699,20,100.396345
0.255969,20,100.905902
0.542917,20,101.495486
6.676399,20,102.085096
0.642148,20,102.68556
0.544234,20,103.273938
1.463344,20,103.811221
0.046096,20,104.412123
1.181197,20,104.968167
0.066336,20,105.5252
1.297733,20,106.133575
1.726792,20,106.754526
1.235377,20,107.379324
