# {"t_start": 1599164722.1084945, "env_id": "gaussexplore-v0"} 
r,l,t
0.602262,20,1.049109
1.088297,20,1.648774
2.756043,20,2.17745
1.107987,20,2.748265
1.650129,20,3.352507
1.12986,20,3.959553
1.644293,20,4.544214
1.897533,20,5.152817
0.693777,20,5.73623
1.532141,20,6.277502
1.012919,20,6.848263
5.317858,20,7.457061
2.508151,20,8.077907
3.649115,20,8.625022
3.360044,20,9.210837
1.217131,20,9.758252
7.09794,20,10.282624
0.2355,20,10.852469
1.284009,20,11.454278
2.579125,20,12.061235
2.584236,20,12.624867
1.706278,20,13.202697
1.058074,20,13.735491
4.00294,20,14.371802
2.161721,20,14.927531
4.307925,20,15.47396
2.313208,20,16.046293
0.362808,20,16.637935
1.137584,20,17.270973
0.621377,20,17.863671
2.143368,20,18.431139
0.256061,20,19.00822
1.120021,20,19.610517
1.880039,20,20.241075
2.065568,20,20.840716
2.970294,20,21.424135
3.024771,20,22.016734
6.017522,20,22.530414
3.504043,20,23.048368
0.432002,20,23.552344
3.801224,20,24.102659
0.741554,20,24.721893
1.646877,20,25.283013
0.975417,20,25.865458
1.852237,20,26.513053
0.29778,20,27.015784
2.135157,20,27.625479
1.474152,20,28.237502
0.881728,20,28.857596
1.258553,20,29.394813
1.09681,20,29.995843
2.860323,20,30.580434
1.318382,20,31.092276
2.726478,20,31.745229
0.939433,20,32.334503
1.114738,20,32.876827
2.482504,20,33.399056
3.248184,20,33.901722
3.561033,20,34.522334
9.150535,20,35.10263
0.934641,20,35.735278
2.071003,20,36.299077
0.969971,20,36.877108
0.981065,20,37.512496
3.940414,20,38.063682
4.124253,20,38.752521
1.615357,20,39.424673
0.929237,20,39.989177
2.813265,20,40.584705
1.060358,20,41.011301
0.20849,20,41.478915
0.802315,20,42.03669
0.938647,20,42.639584
1.367975,20,43.242783
3.459151,20,43.673903
7.353995,20,44.105911
3.105386,20,44.626082
2.961653,20,45.255464
2.518409,20,45.785135
7.334275,20,46.320308
2.944367,20,46.93704
2.409979,20,47.550213
5.620003,20,48.058642
1.757595,20,48.598561
0.741387,20,49.231597
1.847361,20,49.819243
7.636272,20,50.365533
3.369506,20,50.966045
1.236465,20,51.4882
2.495022,20,52.077668
1.110221,20,52.649478
2.424033,20,53.258922
2.677544,20,53.872836
2.161785,20,54.382756
0.905601,20,55.007831
1.338665,20,55.529482
0.719163,20,56.086708
1.459193,20,56.647332
3.843438,20,57.238521
2.057365,20,57.856245
0.777857,20,58.471488
0.782934,20,59.00903
3.552027,20,59.312193
4.911267,20,59.820053
3.959879,20,60.441231
2.891259,20,61.011994
0.683989,20,61.548233
0.469895,20,62.11131
2.351608,20,62.68904
2.533555,20,63.323247
2.005098,20,63.920458
1.959528,20,64.588048
1.576047,20,65.195053
1.278826,20,65.811405
0.472108,20,66.422281
0.048008,20,66.987556
0.100912,20,67.554869
0.17881,20,68.130048
1.603908,20,68.729467
3.449246,20,69.295837
1.458004,20,69.925607
1.013183,20,70.552346
2.633957,20,71.193588
1.715644,20,71.810307
0.216781,20,72.456948
0.634479,20,73.093257
1.183224,20,73.652839
6.410952,20,74.284687
0.076087,20,74.859309
3.264408,20,75.438162
2.231525,20,76.008882
2.284754,20,76.563745
0.713846,20,77.098151
1.505368,20,77.615966
0.19942,20,78.243341
1.162076,20,78.802447
1.977407,20,79.389
0.264009,20,79.973515
5.128511,20,80.61202
3.908736,20,81.206421
0.605482,20,81.76864
0.987624,20,82.336987
1.12681,20,82.933226
0.13474,20,83.539522
5.581413,20,84.098656
2.423093,20,84.693765
1.916491,20,85.321353
1.365645,20,85.882055
0.383232,20,86.488094
2.184302,20,87.105379
1.349032,20,87.702242
3.222388,20,88.259598
0.928748,20,88.868365
1.06267,20,89.441322
0.325414,20,90.074738
7.003815,20,90.630698
1.485677,20,91.246474
2.546269,20,91.729331
0.993288,20,92.239579
2.945348,20,92.768996
1.125742,20,93.393475
1.859279,20,93.945487
1.521317,20,94.523007
1.745798,20,95.084489
0.091932,20,95.698685
4.268662,20,96.317735
1.453576,20,96.942201
0.628649,20,97.514824
2.332306,20,98.069405
0.345813,20,98.675334
0.227533,20,99.264852
0.371926,20,99.819416
3.212908,20,100.384377
1.936222,20,100.893935
1.968969,20,101.484516
0.835077,20,102.073129
1.90835,20,102.674589
2.255624,20,103.262968
0.588126,20,103.799253
2.079905,20,104.401153
1.405596,20,104.956199
3.726677,20,105.514229
5.321379,20,106.123602
1.522745,20,106.744554
3.274397,20,107.368354
0.55451,20,107.953813
2.123465,20,108.639071
4.135286,20,109.215558
2.3285,20,109.783814
1.137026,20,110.349795
1.018574,20,110.939286
0.602612,20,111.456077
0.63614,20,112.026973
2.86474,20,112.653082
2.189059,20,113.231596
4.363717,20,113.774294
4.494913,20,114.405287
0.443542,20,114.958074
0.687701,20,115.512839
2.097042,20,116.08036
1.448948,20,116.712243
2.238079,20,117.264252
2.099471,20,117.695653
1.509108,20,118.012506
7.855272,20,118.6048
3.304622,20,119.231269
1.38581,20,119.80592
0.355599,20,120.42899
1.474256,20,120.974538
11.082289,20,121.502139
1.117776,20,122.101665
2.203769,20,122.736361
0.68921,20,123.326899
0.217502,20,123.924895
0.185757,20,124.540522
1.899877,20,125.143209
3.494938,20,125.714113
5.249483,20,126.270947
0.058845,20,126.859601
0.01938,20,127.463127
1.610319,20,128.031902
2.294532,20,128.637784
0.179332,20,129.255287
2.636305,20,129.841338
0.931259,20,130.426545
1.537434,20,130.978184
0.574605,20,131.561076
2.977393,20,132.1285
1.522448,20,132.720362
1.494296,20,133.246122
3.687921,20,133.846334
0.545208,20,134.462061
2.235148,20,135.032741
2.199996,20,135.650016
0.628539,20,136.18728
0.495947,20,136.752117
2.692677,20,137.334621
0.775108,20,137.95173
1.977563,20,138.537753
0.20849,20,139.097339
0.422245,20,139.716475
1.784156,20,140.265212
0.324421,20,140.847282
1.389001,20,141.490479
0.514046,20,142.007461
2.275326,20,142.586179
1.96018,20,143.168289
2.954066,20,143.745407
1.576133,20,144.328124
1.295048,20,144.934088
1.60534,20,145.49387
1.361918,20,146.090556
1.952339,20,146.618972
0.696976,20,147.211955
0.926278,20,147.860848
6.845395,20,148.405398
1.61071,20,148.967374
1.822674,20,149.535118
5.909984,20,150.10854
1.943775,20,150.654179
1.172306,20,151.196222
4.879027,20,151.800768
7.013497,20,152.356134
2.342893,20,152.997164
3.041879,20,153.582869
1.156806,20,154.1583
1.411624,20,154.73444
3.551986,20,155.346757
1.100593,20,155.969947
2.743958,20,156.621611
0.851063,20,157.157842
7.053507,20,157.717175
0.156407,20,158.322104
2.905566,20,158.940309
0.667084,20,159.511066
1.052655,20,160.07473
1.029556,20,160.647739
0.604007,20,161.186404
0.881193,20,161.739276
1.141278,20,162.302371
0.350708,20,162.884501
2.145829,20,163.465287
4.740561,20,164.027273
2.40376,20,164.597653
1.235989,20,165.102777
0.880949,20,165.706626
2.05922,20,166.293246
2.415623,20,166.87021
3.529364,20,167.461558
1.026635,20,168.092991
1.435358,20,168.742574
2.275444,20,169.377576
1.746492,20,169.943322
0.676495,20,170.521535
1.123185,20,171.148131
1.321797,20,171.748694
0.267113,20,172.371021
1.499179,20,172.990145
1.716393,20,173.586963
0.622553,20,174.16147
1.124463,20,174.819169
1.694444,20,175.437778
1.116273,20,176.01349
2.824029,20,176.459532
1.233283,20,176.723391
3.01567,20,177.312203
1.679608,20,177.849733
3.266479,20,178.461417
0.780199,20,179.01996
0.046516,20,179.568134
1.707203,20,180.14289
3.45115,20,180.73508
2.097901,20,181.37802
2.453501,20,181.954586
5.614313,20,182.545692
2.480236,20,183.080317
9.650691,20,183.655069
0.268821,20,184.221735
1.887606,20,184.821298
1.53924,20,185.382093
2.317709,20,185.943461
1.796166,20,186.568053
0.930162,20,187.166578
5.632394,20,187.680156
0.267342,20,188.298665
0.110208,20,188.831178
0.289107,20,189.393672
0.996513,20,190.021439
1.055365,20,190.573246
8.737797,20,191.134285
3.078184,20,191.679101
0.58046,20,192.320585
1.208698,20,192.94345
0.437682,20,193.578938
0.91142,20,194.140139
4.886707,20,194.742075
1.997106,20,195.380994
2.02298,20,196.034624
1.827098,20,196.685789
2.964661,20,197.240514
1.986245,20,197.788962
1.318494,20,198.319865
0.013253,20,198.913625
6.85644,20,199.533127
5.719113,20,200.14243
3.722207,20,200.792943
2.983693,20,201.346236
3.480916,20,201.933854
1.157741,20,202.571503
1.986754,20,203.117554
1.044818,20,203.705983
0.781613,20,204.310723
1.690283,20,204.895622
0.233499,20,205.420962
0.715199,20,206.047764
1.29081,20,206.633014
2.901579,20,207.204722
2.203073,20,207.784773
2.895465,20,208.362541
2.8823,20,208.994502
2.180796,20,209.602693
2.48835,20,210.205274
0.576112,20,210.781419
3.75204,20,211.371122
0.01792,20,211.956028
3.378298,20,212.534387
1.019715,20,213.114175
1.568129,20,213.696847
2.175798,20,214.321319
2.780839,20,214.917539
1.237796,20,215.52598
1.774698,20,216.13868
4.87207,20,216.806954
0.512471,20,217.392211
3.058741,20,218.004002
1.173371,20,218.659002
0.386673,20,219.246356
1.170342,20,219.821925
7.096663,20,220.442531
0.672389,20,221.025986
1.903971,20,221.672752
4.247357,20,222.278352
1.52667,20,222.895535
1.78642,20,223.488852
4.58633,20,224.107019
3.871166,20,224.705357
2.701229,20,225.341226
4.307441,20,225.972768
4.251883,20,226.547427
2.04999,20,227.1798
0.853788,20,227.773719
