# {"t_start": 1599164722.0563502, "env_id": "gaussexplore-v0"} 
r,l,t
1.918163,20,1.096386
1.57824,20,1.697925
3.088058,20,2.226655
0.899645,20,2.793355
1.609284,20,3.402657
1.196532,20,4.008692
1.761111,20,4.594364
1.287076,20,5.199977
1.304575,20,5.787377
3.688986,20,6.326655
3.651148,20,6.897374
3.094672,20,7.506213
1.26785,20,8.126907
1.204454,20,8.674176
1.175712,20,9.25999
1.463445,20,9.808357
0.199106,20,10.331726
1.31031,20,10.901046
1.100961,20,11.504426
2.426338,20,12.108389
3.53415,20,12.674021
2.363735,20,13.251849
0.300263,20,13.780649
3.615134,20,14.416966
2.726369,20,14.977684
2.097344,20,15.524137
2.412676,20,16.095446
3.662279,20,16.688085
1.342081,20,17.320092
10.883645,20,17.914114
7.100652,20,18.480291
3.109235,20,19.054378
4.205367,20,19.660665
1.277412,20,20.291225
1.162908,20,20.890865
1.022606,20,21.469297
0.049123,20,22.065887
0.844721,20,22.579566
0.794173,20,23.09752
1.567586,20,23.600994
0.768886,20,24.15181
2.117324,20,24.770994
0.680904,20,25.334232
2.617646,20,25.913614
0.476422,20,26.563161
2.674743,20,27.062942
1.583741,20,27.674581
1.075838,20,28.286654
5.267475,20,28.907741
2.469034,20,29.443965
1.824767,20,30.042004
1.531873,20,30.629586
6.817991,20,31.141428
1.361592,20,31.791391
2.490487,20,32.383657
10.21783,20,32.92598
7.847543,20,33.448209
1.732505,20,33.950878
1.334593,20,34.571484
1.938869,20,35.151796
1.357352,20,35.785394
3.182743,20,36.347202
4.828479,20,36.925263
3.06777,20,37.560653
0.691067,20,38.110844
1.390948,20,38.798701
1.715235,20,39.470952
0.162888,20,40.040323
1.946544,20,40.633831
0.287301,20,41.059456
1.373915,20,41.527072
1.738806,20,42.087889
0.24909,20,42.688735
0.285192,20,43.290939
0.502098,20,43.722059
3.397004,20,44.155201
2.81584,20,44.674238
1.266315,20,45.304616
1.479031,20,45.833253
3.674524,20,46.368005
2.739781,20,46.985194
3.469678,20,47.59944
1.002637,20,48.106776
1.762237,20,48.648598
1.170347,20,49.280749
1.58478,20,49.869432
3.73343,20,50.414686
4.36684,20,51.016195
1.686328,20,51.538351
6.563816,20,52.126813
0.68218,20,52.698602
2.960959,20,53.304439
1.069851,20,53.923056
2.031514,20,54.429913
5.876423,20,55.057903
5.679188,20,55.578221
2.269754,20,56.133417
1.404678,20,56.696484
1.685291,20,57.283687
0.672258,20,57.905398
3.228314,20,58.520641
1.353385,20,59.059191
4.824281,20,59.361345
1.133169,20,59.86622
1.49394,20,60.491343
1.871631,20,61.061149
1.171896,20,61.596986
2.468497,20,62.158478
0.713408,20,62.738154
2.268337,20,63.372399
1.239579,20,63.96961
1.743387,20,64.634168
0.282015,20,65.244204
2.784347,20,65.862015
0.923035,20,66.471431
1.222186,20,67.034148
0.18976,20,67.605019
2.63712,20,68.18018
2.191559,20,68.778619
1.166332,20,69.341109
1.755574,20,69.974761
3.081545,20,70.599182
1.476695,20,71.242741
1.565336,20,71.855757
1.253117,20,72.502841
2.411069,20,73.139016
2.195227,20,73.702759
1.904822,20,74.333838
4.55114,20,74.908494
3.163622,20,75.488313
1.008206,20,76.059033
1.892081,20,76.613896
5.522276,20,77.148326
2.270939,20,77.665118
0.392726,20,78.29344
1.734788,20,78.8516
3.300739,20,79.439149
1.541391,20,80.019656
1.927553,20,80.658175
7.673137,20,81.255574
1.206616,20,81.81879
4.051939,20,82.383126
3.90749,20,82.977858
1.766422,20,83.586145
1.534198,20,84.148771
1.689379,20,84.742915
5.53572,20,85.370505
0.413745,20,85.930205
0.747406,20,86.538243
2.514856,20,87.153484
2.259167,20,87.750353
0.089798,20,88.30972
0.680713,20,88.917519
1.618905,20,89.491471
1.440072,20,90.12389
1.616002,20,90.680815
2.321261,20,91.296478
3.08645,20,91.778417
1.300434,20,92.285734
0.692905,20,92.818148
9.208547,20,93.442623
0.51503,20,93.991193
5.739754,20,94.571161
0.750784,20,95.13364
0.389573,20,95.745841
1.851182,20,96.362898
1.502354,20,96.987364
0.94453,20,97.563975
0.502212,20,98.119785
1.400123,20,98.72015
6.802827,20,99.313008
1.481559,20,99.868568
2.011706,20,100.434499
1.044199,20,100.944083
2.247456,20,101.531033
0.120365,20,102.123279
4.838068,20,102.720749
2.07126,20,103.31212
0.172559,20,103.849404
6.669773,20,104.450305
0.986928,20,105.007347
1.042775,20,105.562424
2.041812,20,106.168765
1.900446,20,106.790706
0.563029,20,107.417505
0.276678,20,108.002967
2.827452,20,108.685219
1.369322,20,109.264711
2.026896,20,109.831963
2.711354,20,110.398947
1.46832,20,110.98943
0.217371,20,111.506226
3.225238,20,112.072115
1.524024,20,112.702235
0.082146,20,113.280749
1.20025,20,113.823445
2.604266,20,114.451393
1.161353,20,115.006163
8.580027,20,115.562989
5.188273,20,116.125523
2.463501,20,116.762393
0.94603,20,117.312395
0.506649,20,117.745804
0.846528,20,118.061973
2.211415,20,118.654025
1.242137,20,119.276432
1.713109,20,119.855073
1.034435,20,120.477705
2.217709,20,121.021563
5.667141,20,121.549296
0.865037,20,122.152306
6.665658,20,122.786949
3.248312,20,123.377049
2.784071,20,123.973809
1.441058,20,124.585585
0.264654,20,125.193294
0.737367,20,125.76327
1.896788,20,126.319585
1.589405,20,126.905761
0.900229,20,127.510398
0.893075,20,128.078264
1.31755,20,128.684939
0.257586,20,129.300478
1.872664,20,129.890467
4.39551,20,130.475697
2.548169,20,131.025302
1.533494,20,131.611224
1.368209,20,132.177726
1.675351,20,132.766521
2.812735,20,133.29165
6.688763,20,133.895489
3.46263,20,134.509221
1.629192,20,135.081829
1.867549,20,135.69518
0.040867,20,136.236432
1.025134,20,136.80014
3.916646,20,137.380783
1.166478,20,138.000864
