# {"t_start": 1599164722.1304362, "env_id": "gaussexplore-v0"} 
r,l,t
1.677537,20,1.02916
0.302518,20,1.628824
1.593652,20,2.156507
2.194315,20,2.728319
2.060963,20,3.332561
1.861428,20,3.937612
6.96118,20,4.523309
0.74642,20,5.13287
0.946349,20,5.715285
0.783117,20,6.256826
0.770209,20,6.827277
1.770286,20,7.436116
2.277661,20,8.057807
2.228663,20,8.604078
2.315345,20,9.189894
2.809449,20,9.738307
0.226097,20,10.261679
1.103064,20,10.835615
1.438406,20,11.433334
6.702881,20,12.041287
2.036852,20,12.603924
0.955897,20,13.181753
3.732531,20,13.716533
4.16992,20,14.350885
2.908165,20,14.906587
0.606403,20,15.453016
3.973334,20,16.026391
1.459354,20,16.617008
1.578396,20,17.250125
2.479089,20,17.842681
3.958617,20,18.410194
4.450317,20,18.989267
1.978592,20,19.589617
5.522451,20,20.220131
1.304503,20,20.819772
2.800883,20,21.404189
2.170105,20,21.99579
0.602055,20,22.510499
0.337529,20,23.027424
0.436262,20,23.531855
1.367164,20,24.081715
2.474995,20,24.701018
0.373493,20,25.262609
0.267491,20,25.845514
1.97726,20,26.492065
1.408367,20,26.993843
0.836883,20,27.604538
0.727213,20,28.216558
0.9477,20,28.83765
0.86893,20,29.373938
0.549084,20,29.974899
1.497926,20,30.55949
1.115171,20,31.071364
1.166973,20,31.726313
2.158609,20,32.313559
0.60518,20,32.855923
0.7175,20,33.378112
2.069997,20,33.880777
1.835048,20,34.50139
1.088586,20,35.08173
1.396799,20,35.714338
0.960672,20,36.279004
0.953696,20,36.856164
5.73548,20,37.492597
1.026182,20,38.042737
0.89333,20,38.732939
2.148943,20,39.405843
2.623137,20,39.968232
0.559902,20,40.564761
0.435726,20,40.991355
1.894525,20,41.45797
1.72887,20,42.014748
0.128532,20,42.619636
1.862694,20,43.221839
1.081249,20,43.654011
1.140729,20,44.085895
2.768867,20,44.606134
1.922518,20,45.234519
0.459184,20,45.765149
1.480821,20,46.301088
2.711346,20,46.916095
1.285348,20,47.529269
2.249411,20,48.037678
0.991739,20,48.5785
0.712097,20,49.211649
3.924642,20,49.799299
0.994931,20,50.343591
1.802375,20,50.945102
1.286455,20,51.468116
0.709637,20,52.056724
9.249101,20,52.628534
1.296372,20,53.239493
0.507992,20,53.851966
1.4199,20,54.361816
1.89424,20,54.985889
2.478535,20,55.50914
5.043207,20,56.067054
1.382072,20,56.626387
4.177638,20,57.217578
5.399431,20,57.8353
1.423791,20,58.45154
0.057528,20,58.988093
3.03778,20,59.291248
0.494865,20,59.800112
1.838248,20,60.41929
1.093801,20,60.991628
3.152177,20,61.527349
5.349211,20,62.090496
1.132941,20,62.668097
1.858281,20,63.302303
1.912726,20,63.900514
5.923991,20,64.569097
1.199846,20,65.175104
3.642078,20,65.790527
3.8835,20,66.401337
0.995154,20,66.967125
2.192747,20,67.532928
4.989056,20,68.109106
2.32487,20,68.709521
1.484585,20,69.276887
2.176475,20,69.904664
2.608772,20,70.532405
0.266108,20,71.172645
1.474059,20,71.791358
1.436351,20,72.437014
1.124311,20,73.073521
0.721575,20,73.631871
2.057311,20,74.263742
2.509597,20,74.838365
4.613059,20,75.417219
0.946231,20,75.987938
1.862013,20,76.542802
0.176448,20,77.077209
1.097903,20,77.595022
3.676481,20,78.222403
